location,date,average_temp,highest_temp,lowest_temp,day_status,night_status
福井市,1,19.6,26.0,12.2,薄曇一時晴,曇
福井市,2,20.6,23.7,19.4,雨一時曇,雨時々曇
福井市,3,19.7,22.0,17.6,雨一時曇後晴,晴後一時曇
福井市,4,17.5,21.3,12.0,晴一時曇,薄曇時々晴
福井市,5,15.4,21.7,9.9,曇,曇
福井市,6,16.7,21.1,14.7,雨一時曇,雨後時々曇
福井市,7,19.3,24.7,15.4,曇一時雨,曇時々晴一時霧
福井市,8,21.0,26.3,17.1,曇時々晴一時霧,晴一時曇
福井市,9,22.4,28.5,17.8,晴,晴一時曇
福井市,10,22.3,28.6,18.6,晴,晴
福井市,11,22.5,28.7,18.1,晴時々曇,曇一時晴後雨
福井市,12,17.7,21.5,13.0,曇時々雨,雨時々曇
福井市,13,15.9,20.6,12.6,曇時々雨後晴,晴後曇
福井市,14,17.7,22.8,15.2,曇後一時晴,曇
福井市,15,16.4,18.0,14.2,雨一時曇,雨
福井市,16,14.9,16.0,13.7,雨時々曇,曇時々雨
福井市,17,16.9,22.2,13.7,晴一時曇,晴
福井市,18,15.3,20.2,10.9,晴後曇,曇後雨
福井市,19,14.6,16.7,13.2,雨時々曇,雨時々曇
福井市,20,16.2,20.1,13.8,曇一時晴,曇一時晴後一時雨
福井市,21,16.5,18.2,14.2,曇時々雨,雨一時曇
福井市,22,17.2,18.4,16.2,大雨,暴風雨
福井市,23,13.6,16.5,11.3,雨後一時曇,曇一時雨
福井市,24,12.9,16.3,9.3,曇後一時雨,雨
福井市,25,13.4,16.9,10.6,雨後曇時々晴,晴
福井市,26,14.2,20.4,9.5,晴,晴後一時曇
福井市,27,15.6,22.7,10.2,快晴,晴後曇
福井市,28,15.6,19.4,12.6,曇後雨,雨
福井市,29,16.1,17.9,14.9,雨,雨時々曇
福井市,30,12.3,16.7,8.7,曇時々雨一時晴,晴
福井市,31,11.2,17.5,6.9,晴一時曇,晴
