location,date,average_temp,highest_temp,lowest_temp,day_status,night_status
福井市,1,29.3,34.1,24.3,薄曇後一時晴,晴
福井市,2,30.4,34.5,25.5,晴,晴後曇
福井市,3,29.1,33.0,25.1,曇,曇時々雨
福井市,4,28.0,31.1,24.5,雨時々曇,雨時々曇
福井市,5,22.9,24.8,22.0,大雨,大雨時々曇
福井市,6,22.8,23.9,21.7,大雨,大雨
福井市,7,23.1,25.2,21.6,大雨,雨時々曇、雷を伴う
福井市,8,27.4,33.1,21.8,晴時々曇,晴
福井市,9,28.7,34.0,23.6,晴一時曇,晴一時曇
福井市,10,29.4,35.2,23.7,晴,晴後時々薄曇
福井市,11,27.6,33.7,24.0,曇,曇時々雨
福井市,12,26.1,31.2,23.4,曇時々雨,曇一時雨
福井市,13,27.2,32.9,24.2,曇,薄曇
福井市,14,27.8,32.4,24.2,晴一時薄曇,快晴
福井市,15,29.8,37.0,24.3,晴,晴
福井市,16,30.0,35.9,25.3,晴時々薄曇,薄曇
福井市,17,29.6,35.2,25.3,薄曇,薄曇時々晴
福井市,18,29.2,34.4,25.1,晴,快晴
福井市,19,28.6,34.5,24.0,快晴,快晴
福井市,20,30.9,37.1,24.8,晴,快晴
福井市,21,30.9,36.9,26.5,晴一時薄曇,晴
福井市,22,30.7,36.5,26.0,晴,晴
福井市,23,30.2,35.6,25.8,晴,晴後曇
福井市,24,29.1,33.4,26.2,晴,薄曇一時晴
福井市,25,29.3,34.7,25.9,薄曇,薄曇後時々晴
福井市,26,30.0,35.2,25.6,薄曇,薄曇時々晴
福井市,27,29.7,34.5,26.6,晴一時曇,曇
福井市,28,28.5,32.4,25.9,曇,曇時々雨
福井市,29,31.5,37.7,25.9,晴時々曇,晴
福井市,30,30.8,37.1,25.2,晴後時々薄曇,曇後晴
福井市,31,30.3,36.3,25.9,晴,晴
