location,date,average_temp,highest_temp,lowest_temp,day_status,night_status
福井市,1,26.0,30.7,23.5,曇一時雨、雷を伴う,曇時々雨
福井市,2,27.1,31.0,23.9,曇,曇後一時雨
福井市,3,28.4,34.0,24.3,曇,大雨一時曇、雷を伴う
福井市,4,24.8,27.5,23.2,雨,雨時々曇
福井市,5,24.4,28.2,22.5,曇一時雨,曇後一時晴
福井市,6,24.6,29.3,20.8,晴一時曇,晴一時薄曇
福井市,7,25.0,31.2,19.0,晴,快晴
福井市,8,27.3,34.3,20.3,晴後薄曇,薄曇
福井市,9,26.6,29.1,24.4,曇後時々雨,曇
福井市,10,28.2,32.3,24.0,曇,晴一時曇
福井市,11,29.4,35.3,24.4,曇時々晴,曇時々大雨、雷を伴う
福井市,12,27.5,33.0,24.4,曇後一時雨、雷を伴う,曇後一時雨
福井市,13,27.2,32.7,24.5,曇一時雨後時々晴,晴一時曇
福井市,14,29.2,34.7,24.3,晴,晴時々曇
福井市,15,28.8,34.3,24.1,晴後一時薄曇,薄曇
福井市,16,27.6,31.5,24.6,曇,曇時々雨
福井市,17,27.1,30.8,23.8,曇後一時晴,曇一時晴後一時雨
福井市,18,27.1,31.1,24.7,曇時々晴一時雨,晴時々曇
福井市,19,27.7,32.9,23.4,晴,晴
福井市,20,30.0,35.1,24.7,晴,晴
福井市,21,30.9,35.4,26.0,晴,曇時々晴
福井市,22,30.6,35.5,26.2,薄曇時々晴,薄曇
福井市,23,27.1,28.3,25.5,雨時々曇,曇
福井市,24,27.6,30.9,25.7,曇後時々雨、雷を伴う,曇時々雨
福井市,25,26.7,29.9,25.0,雨時々曇,曇時々雨
福井市,26,26.1,29.4,23.5,曇時々晴,晴後曇
福井市,27,27.2,32.1,23.1,曇時々晴一時雨,曇時々雨一時晴
福井市,28,28.5,33.0,25.2,曇時々晴,曇
福井市,29,28.1,31.7,26.3,曇,曇
福井市,30,27.7,31.7,25.1,曇後一時晴,晴一時曇
福井市,31,28.4,33.8,25.4,晴時々曇,晴後曇
