location,date,average_temp,highest_temp,lowest_temp,day_status,night_status
福井市,1,12.4,17.4,9.0,曇時々雨,曇時々雨
福井市,2,9.1,13.1,5.0,晴一時曇,晴一時曇
福井市,3,8.9,16.8,3.4,快晴,晴時々薄曇
福井市,4,11.4,18.8,5.1,薄曇後一時雨,雨後曇
福井市,5,11.8,15.5,9.9,曇時々雨,曇時々雨一時晴、雷を伴う
福井市,6,8.4,12.1,4.0,曇時々雨,曇時々雨後一時晴
福井市,7,6.1,10.9,2.1,晴一時霧後雨,雨時々曇、雷を伴う
福井市,8,7.0,12.4,3.6,晴一時雨,晴後曇
福井市,9,8.4,11.3,3.5,雨時々曇、雷・あられを伴う,雨時々曇、雷・あられを伴う
福井市,10,5.8,7.8,2.9,雨時々曇一時晴,曇後時々雨一時晴
福井市,11,3.7,7.3,1.4,雨時々曇,晴後霧
福井市,12,4.3,9.8,-0.9,薄曇一時晴、霧を伴う,曇後雨
福井市,13,8.2,9.7,5.8,雨,雨
福井市,14,6.9,10.0,3.1,雨時々曇一時晴、みぞれを伴う,曇時々みぞれ一時雪、あられを伴う
福井市,15,4.2,8.3,1.7,晴時々曇一時雨,曇一時晴後雪
福井市,16,1.8,5.3,0.4,雪後一時晴、あられを伴う,曇時々雪一時みぞれ
福井市,17,3.5,5.7,0.6,雨後時々曇、雷・あられを伴う,曇時々雨
福井市,18,8.0,13.9,3.8,晴一時曇,曇後一時晴
福井市,19,9.1,16.2,4.2,晴後一時曇,晴後曇時々雨
福井市,20,9.7,14.0,6.6,曇一時雨,晴一時曇
福井市,21,10.3,15.9,4.4,晴時々薄曇一時霧,晴後曇
福井市,22,16.5,21.2,11.9,雨時々曇,雨
福井市,23,8.9,13.5,5.5,雨後時々曇,雨時々曇、あられを伴う
福井市,24,6.2,10.3,3.4,曇時々雨後晴,曇一時晴
福井市,25,5.7,11.7,2.6,晴一時曇,晴後薄曇
福井市,26,7.5,12.0,2.1,曇後雨,雨
福井市,27,8.1,11.9,3.9,雨時々曇,雨後曇時々みぞれ、あられを伴う
福井市,28,3.2,6.0,0.7,曇時々雪後一時晴、あられを伴う,曇時々晴
福井市,29,2.7,7.5,-0.6,曇後雨、あられを伴う,みぞれ後時々曇、あられを伴う
福井市,30,4.1,7.5,2.2,曇時々みぞれ後時々晴,曇後一時雨
福井市,31,4.9,8.4,2.3,曇時々雨,曇時々雨
