location,date,average_temp,highest_temp,lowest_temp,day_status,night_status
福井市,1,24.0,26.7,21.9,曇時々雨,曇一時霧
福井市,2,24.7,30.7,20.6,薄曇後時々晴,晴一時曇
福井市,3,28.0,33.1,22.1,晴,晴時々薄曇
福井市,4,27.6,32.1,23.1,曇後暴風雨,曇時々大雨
福井市,5,26.0,31.5,22.1,晴,晴一時曇
福井市,6,25.3,29.9,20.8,晴後曇時々雨,曇時々雨
福井市,7,25.4,31.1,22.5,大雨後曇,大雨一時曇
福井市,8,21.4,22.9,19.8,雨,雨時々曇
福井市,9,21.5,24.5,20.0,雨,雨一時曇
福井市,10,21.3,22.9,20.0,雨後曇,晴後曇
福井市,11,23.2,28.2,19.8,晴時々曇,曇一時晴後時々雨
福井市,12,22.6,26.6,20.7,曇後時々雨,曇時々雨
福井市,13,22.6,28.6,20.0,曇後時々雨,大雨
福井市,14,23.4,28.6,20.6,曇後一時雨,大雨
福井市,15,23.3,26.7,21.3,雨時々曇,曇時々晴後一時霧
福井市,16,24.2,27.3,21.6,曇一時雨後一時晴,曇時々雨一時晴
福井市,17,23.8,27.2,20.8,曇後一時雨,晴一時曇
福井市,18,22.7,28.4,18.0,晴一時薄曇,晴
福井市,19,21.0,28.2,15.8,晴後一時薄曇,晴後曇
福井市,20,19.3,23.7,17.5,曇後雨,雨後時々曇
福井市,21,21.8,26.0,17.8,曇時々雨,曇時々雨
福井市,22,23.3,26.8,18.9,曇時々雨後晴,晴後一時霧
福井市,23,21.3,26.8,17.5,晴一時霧後曇,曇
福井市,24,21.8,25.9,19.1,曇,曇後雨
福井市,25,20.3,23.1,17.1,曇一時雨,薄曇後晴
福井市,26,19.6,25.5,14.2,曇一時晴、霧を伴う,雨時々曇
福井市,27,19.0,23.8,16.4,曇一時晴,晴後一時雨
福井市,28,19.7,25.7,14.4,晴一時霧,晴時々曇後雨
福井市,29,17.8,18.6,17.1,大雨,雨時々曇
福井市,30,19.7,21.5,17.6,曇後時々雨,雨
