location,date,average_temp,highest_temp,lowest_temp,day_status,night_status
福井市,1,21.0,23.7,16.5,晴時々曇一時雨,曇時々雨
福井市,2,18.9,23.6,15.8,晴後薄曇,薄曇後晴
福井市,3,19.0,25.5,13.4,晴,薄曇一時晴
福井市,4,18.3,22.2,14.6,曇,曇
福井市,5,23.9,29.9,17.6,曇,曇後時々晴
福井市,6,28.1,31.7,22.1,曇時々晴,雨時々曇一時晴、大風を伴う
福井市,7,21.9,25.8,18.1,晴時々曇一時雨,晴後曇、霧を伴う
福井市,8,20.4,25.9,16.9,晴時々曇一時霧,晴一時曇
福井市,9,19.6,25.3,15.3,晴,晴時々曇
福井市,10,18.7,22.1,17.0,曇後雨,雨
福井市,11,17.0,17.8,16.0,雨,雨後一時曇
福井市,12,16.2,20.4,12.9,曇一時雨,曇後晴
福井市,13,16.4,23.1,10.5,晴,曇時々晴
福井市,14,17.5,23.3,14.3,晴時々薄曇,薄曇
福井市,15,17.2,23.9,13.4,曇後晴,晴後時々曇
福井市,16,17.3,23.0,14.1,薄曇後晴,曇
福井市,17,16.9,22.7,13.0,晴一時曇,晴
福井市,18,16.4,23.3,11.0,晴,晴
福井市,19,16.4,21.5,12.5,晴時々雨、雷を伴う,晴後雨時々曇
福井市,20,15.5,19.6,11.0,曇時々晴一時雨,快晴
福井市,21,14.3,21.2,8.6,快晴,快晴
福井市,22,15.3,23.6,8.5,晴後薄曇,薄曇一時晴
福井市,23,17.0,22.9,11.6,曇後一時雨,雨一時曇
福井市,24,16.8,22.1,12.5,晴一時雨,晴
福井市,25,14.6,20.8,9.5,晴,快晴
福井市,26,17.7,25.1,9.4,晴後時々曇,雨時々曇
福井市,27,16.7,21.1,12.8,曇時々雨,曇時々雨一時晴
福井市,28,13.7,18.7,10.7,雨後晴,晴後曇時々雨
福井市,29,14.2,17.7,10.9,晴時々雨,曇時々雨
福井市,30,12.7,14.6,9.9,雨時々曇,晴時々雨
福井市,31,11.3,15.1,9.5,曇時々雨一時晴,雨時々晴一時曇
