location,date,average_temp,highest_temp,lowest_temp,day_status,night_status
福井市,1,3.3,5.1,1.0,曇,晴一時曇
福井市,2,2.1,7.1,-1.2,晴後時々雨一時曇、みぞれを伴う,みぞれ時々曇後晴、霧を伴う
福井市,3,2.3,7.7,-1.4,晴一時曇、霧を伴う,晴後一時曇
福井市,4,2.5,7.0,-1.4,雨時々曇一時晴,雨時々曇、あられを伴う
福井市,5,4.9,8.2,2.4,曇時々雨,雨時々曇、雷を伴う
福井市,6,3.7,8.3,1.9,雨時々曇一時晴、あられを伴う,曇時々雨後一時雪
福井市,7,2.2,6.3,-1.1,晴一時曇,晴後一時曇
福井市,8,3.8,9.9,-1.6,快晴,晴時々曇
福井市,9,4.9,8.5,2.4,雨時々曇、雷・あられを伴う,曇時々雨一時雪、みぞれを伴う
福井市,10,3.0,7.0,-0.3,曇時々雪一時晴、みぞれを伴う,晴
福井市,11,3.5,10.5,-2.0,快晴,快晴
福井市,12,8.8,16.2,0.4,曇時々晴,曇後一時雨
福井市,13,13.3,16.7,9.9,雨一時曇,雨一時曇
福井市,14,11.9,15.9,8.0,雨一時曇,雨一時曇
福井市,15,2.9,8.2,0.0,みぞれ一時雨後雪,雪一時曇
福井市,16,0.5,1.7,-0.7,雪,雪一時みぞれ
福井市,17,1.3,3.8,-0.4,みぞれ時々雪一時曇、雷を伴う,曇時々晴一時霧、みぞれを伴う
福井市,18,3.8,10.0,-0.5,晴一時曇,晴一時曇
福井市,19,6.9,13.2,0.7,曇時々晴,曇
福井市,20,6.3,8.3,4.7,雨一時曇,雨時々曇
福井市,21,6.4,8.4,3.0,曇時々雨一時みぞれ,曇一時みぞれ
福井市,22,4.7,7.7,2.2,薄曇一時晴,曇後一時晴
福井市,23,6.1,9.8,2.8,曇後一時雨,曇一時雨、みぞれを伴う
福井市,24,3.1,6.3,0.5,曇時々雪,雪一時曇
福井市,25,2.3,7.6,-0.2,晴時々雪,雪時々曇
福井市,26,1.2,2.7,-0.1,みぞれ時々曇一時雪、あられを伴う,晴一時みぞれ後霧
福井市,27,4.4,10.2,-0.6,晴後曇一時雨,曇一時雨後時々霧
福井市,28,8.3,15.3,1.9,晴一時曇、霧を伴う,晴後雨一時曇
福井市,29,5.9,14.0,-0.1,雨,曇時々雪、雷を伴う
